WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Reference,Number and type of monitoring stations,Version of the database,Status
European Region,DEU,Germany,Neubrandenburg,2010,,22.75,23.5,,99.749,99.11,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Neubrandenburg,2013,,19.99,22.58,,,98.31050228,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2014,,24.34,23.04,,,98.92694064,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2015,,19.98,21.07,,,99.06392694,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2016,,19.36,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2017,,18.77,18.81,,,98.83561644,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2018,,19.16,21.19,,,99.34931507,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neubrandenburg,2019,12.32,17.69,21.41,,,92.950913245,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg,2010,,20.8,21.0,,99.92,95.331,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2013,,18.74,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2014,,14.58,19.47,,,95.46803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2015,,16.94,19.96,,,98.11643836,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2016,,15.24,19.66,,,98.1215847,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2017,,15.2,19.22,,,97.93378995,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2018,,16.29,20.18,,,93.59589041,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuenburg Am Rhein,2019,,15.07,18.19,,,98.05936073,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuglobsow,2010,,16.18,5.28,,97.4545,91.906,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2010,,11.87,9.21,,98.231,97.1,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2013,,11.94,8.19,,,99.32648402,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2014,,10.14,8.61,,,99.18949772,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2015,,9.51,8.56,,,99.12100457,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2016,,7.83,6.36,,,98.97540984,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2017,,8.21,5.46,,,99.34931507,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2018,,10.54,6.45,,,99.70319635,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhaus Am Rennweg,2019,,8.59,4.54,,,99.6803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen,2010,,15.58,11.99,,94.6175,99.669,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2013,,14.11,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2014,,14.31,7.94,,,98.18493151,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2015,,13.4,8.05,,,99.36073059,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2016,,10.98,7.37,,,99.33970856,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2017,,11.21,7.69,,,98.49315068,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2018,,13.55,8.45,,,98.75570776,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuhausen/Erzgebirge,2019,,10.39,6.62,,,99.37214612,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2010,,21.63,14.9,,99.589,97.1,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Neuruppin,2014,,21.97,14.9,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2015,,17.84,14.55,,,99.96575342,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2016,,17.23,17.14,,,97.5068306,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2017,,16.41,17.5,,,99.88584475,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2018,13.27,17.47,12.97,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuruppin,2019,10.88,16.26,12.83,,,99.88584475,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2013,,,48.79,,,97.8082191766666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2014,,,46.19,,,94.3378995433333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2015,,,42.87,,,81.09589041,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2016,,,44.21,,,99.45355191,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2017,,,42.18,,,92.60273973,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2018,,21.52,40.51,,,98.961187215,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuss,2019,,19.31,36.12,,,97.8396118725,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt,2010,12.84,,19.36,97.991,,94.218,European Environment Agency (downloaded in 2021),"2 rural, 2 urban",2022,
European Region,DEU,Germany,Neustadt A.d.donau,2010,,20.38,17.44,,99.658,99.053,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2014,,17.21,10.5,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2015,,16.01,11.35,,,99.94292237,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2016,10.99,,10.62,,,99.20309654,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2017,11.82,,11.46,,,98.65296804,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2018,12.33,,9.58,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Donau,2019,10.19,,9.32,,,99.78310502,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neustadt An Der Weinstrasse,2013,13.34,,23.91,,,81.83789954,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2010,15.88,20.26,30.01,98.858,98.6815,94.1155,European Environment Agency (downloaded in 2021),5 urban,2022,
European Region,DEU,Germany,Neuwied,2013,13.03,,26.74,,,95.142694065,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2014,11.47,19.23,25.54,,,95.11986301,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2015,11.59,19.43,25.31,,,94.863013695,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2016,10.94,18.54,24.71,,,96.766848815,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2017,10.58,20.05,24.78,,,99.6803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2018,11.41,20.61,24.71,,,99.50342466,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Neuwied,2019,9.66,18.59,22.97,,,99.275114155,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2010,,28.99,,,95.211,,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Niederzier,2013,,23.72,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2014,10.63,20.89,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2015,12.6,21.75,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2016,13.13,21.8,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2017,13.22,22.21,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2018,15.19,25.09,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Niederzier,2019,12.58,20.01,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2010,,18.38,10.39,,98.55,96.073,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Norderney,2013,,14.89,9.17,,,94.09817352,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2014,,17.47,11.45,,,95.28538813,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2015,,16.25,8.95,,,95.28538813,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2016,,15.27,9.33,,,94.37613843,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2017,,15.52,8.46,,,95.43378995,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2018,,16.58,9.49,,,95.55936073,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderney,2019,,16.6,8.39,,,95.95890411,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2013,,,43.14,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2014,,,44.57,,,99.92009132,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2015,,,42.7,,,99.88584475,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2016,,,43.89,,,99.59016393,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2017,,,38.82,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2018,,,39.29,,,99.79452055,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Norderstedt,2019,,,35.6,,,99.76027397,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2010,,24.7,23.76,,99.155,96.518,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Nordhausen,2013,,19.02,19.37,,,99.66894977,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2014,,20.93,19.46,,,99.69178082,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2015,,17.81,18.03,,,99.64611872,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2016,,16.19,18.15,,,99.3852459,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2017,,16.09,16.07,,,99.28082192,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2018,,17.15,17.6,,,99.76027397,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nordhausen,2019,,14.47,17.09,,,99.70319635,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2010,17.71,26.13,38.67,93.482,99.672,99.81475,European Environment Agency (downloaded in 2021),9 urban,2022,
European Region,DEU,Germany,Nurnberg,2013,14.55,,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2014,13.57,26.51,37.29,,,99.74885845,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2015,13.52,26.13,37.9,,,99.9277016733333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2016,13.17,23.91,36.31,,,99.46493625,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2017,12.75,23.28,35.18,,,99.7450532733333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2018,13.91,26.46,36.02,,,99.7983257233333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Nurnberg,2019,11.32,21.58,32.25,,,99.67656012,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2010,,24.17,48.77,,99.372,99.726,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Oberaudorf,2014,12.91,21.83,41.35,,,99.88584475,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2015,12.77,19.75,44.38,,,99.7260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2016,11.45,17.9,39.82,,,98.24681239,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2017,12.73,19.05,36.12,,,99.9086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2018,13.66,18.14,30.24,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberaudorf,2019,11.32,15.76,28.42,,,99.13242009,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbexbach,2019,,,13.14,,,99.92009132,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2010,,15.05,9.88,,95.982,98.059,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Oberbodnitz,2013,,13.57,7.92,,,98.98401826,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2014,,12.29,7.25,,,97.37442922,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2015,,12.5,7.42,,,98.86986301,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2016,,11.71,5.75,,,98.1557377,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2017,,11.33,5.7,,,97.06621005,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2018,10.01,13.09,6.8,,,98.29908676,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberbodnitz,2019,7.08,9.79,4.49,,,97.62557078,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2010,,32.75,62.06,,95.548,88.208,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Oberhausen,2013,,,50.28,,,98.065068495,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2014,,26.52,52.71,,,98.538812785,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2015,,25.23,49.76,,,89.366438355,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2016,,24.47,48.07,,,97.97928051,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2017,,25.95,47.2,,,90.01712329,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2018,,25.0,46.07,,,98.087899545,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberhausen,2019,,21.93,41.96,,,97.96803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberried,2013,6.78,8.08,2.52,,,80.47945205,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Oberried,2014,7.09,8.17,2.73,,,95.35388128,European Environment Agency (downloaded in 2021),,2022,
